id,primaryCategories,city,name,reviews.rating,reviews.text,reviews.title
82,AFS,Cedar Rapids,Best Western Cooper's Mill Hotel,5,"We were in Cedar Rapids for an event at the convention center, and I originally had made a reservation at the adjoining Double Tree. However, my wife searched on Hotels.com and instead booked a room at the Best Western Cooper's Mill Hotel in order to save almost 100. It was a good choice. The Best Western is located just off I-380 and was only a short jaunt (.5 miles) to the convention center. While there was a bit of a funky smell in the first floor hallway, our room on the second floor was large and clean (my wife in particular noted how immaculately clean the bathroom was). We had a microwave and refrigerator in our room, and we also used the free WiFi. The indoor swimming pool was also on the 2nd floor, although we did not have time to take a dip on this trip. There is a bar and restaurant that adjoins the hotel, and we took advantage of their 1.25 frosty mug special (daily until 6 pm). As the event that brought us to town kept us up quite a bit later than our usual bedtime, we were glad for the noon check-out time. We would definitely stay again at the Best Western Cooper's Mill Hotel the next time we overnight in Cedar Rapids.",Glad We Stayed at Cooper's Mill
83,AFS,Cedar Rapids,Best Western Cooper's Mill Hotel,4,"This is a great hotel in a quite spot, walking distance to downtown Cedar Rapids. The interior is dated but clean, same with the rooms. Plenty of free parking.",Best Western Cooper's Mill
84,AFS,Cedar Rapids,Best Western Cooper's Mill Hotel,5,"We were there for a youth wrestling tournament so we stayed for just 1 night. It was close to the events center, but it wasn't right in the downtown area where you'd have parking hassles. It was close to the interstate so we could easily get to other parts of the city.",Good place to stay near downtown!
85,AFS,Cedar Rapids,Best Western Cooper's Mill Hotel,4,"Good location, great staff. Very good hotel for the money.","Convenient, Clean, Great people"
86,AFS,Saint Louis,Hampton Inn & Suites St Louis at Forest Park,5,"While in St. Louis for a medical visit, selected this Hampton Inn due to close proximity to Barnes Medical. Was upgraded to a suite at check-in. The room had a king bed, sofa, work area, refrigerator, and microwave. The room was comfortable, clean, quiet, and the hotel staff were very professional and pleasant. Breakfast was good and the eating area... More",Pleasant Stay
87,AFS,Saint Louis,Hampton Inn & Suites St Louis at Forest Park,5,"Hotel was most accommodating for the time we spent in St. Louis. I would highly recommend the Hampton for anyone planning a medical or leisure stay in St. Louis. Only minutes from everywhere we needed to be, especially the local restaurants on the Hill.",Pleasant Accomodations
88,AFS,Saint Louis,Hampton Inn & Suites St Louis at Forest Park,5,"Hotel was very pleasant. Staff was extremely attentive, friendly and accommodating. Room was clean, cozy and comfortable. Very roomy....bathroom was clean and new, all soaps, cups, towels, etc were plentiful. I truly enjoyed the stay and would highly recommend this location for your next stay.",First time stay
89,AFS,Saint Louis,Hampton Inn & Suites St Louis at Forest Park,5,"Trip to Barnes Hospital required a few day stay at Hampton. Impressed with staff and quality of service/product delivered. Everyone was helpful from the front desk, room service and all staff. Nice place next door to eat also. Thank you, well done!",Visit
90,AFS,Saint Louis,Hampton Inn & Suites St Louis at Forest Park,5,Stayed here while we were in in town seeing a show at the Fox. Short drive to the Fox and to the Galleria. Super close to Forest Park. Very clean hotel and friendly staff. Would definitely stay again!,Great location!
91,AFS,Saint Louis,Hampton Inn & Suites St Louis at Forest Park,5,"No Hassles, No problems. Perfect Quality Hotel. Room was in great condition. Every Staff member was amazing and caring. From the breakfast staff to the front desk concierge. It is in a perfect location too. And Breakfast was of good quality.",Superb Service and Fantastic Rooms
92,AFS,Saint Louis,Hampton Inn & Suites St Louis at Forest Park,5,"I have stayed at this hotel more than 15 times in the last 6 months, and I've had nothing but wonderful experiences. The staff is friendly and professional. Breakfast is delicious and offers much variety. The rooms are extremely clean and comfortable and the location is great! Free parking is a bonus!",Best Hotel Ever
93,AFS,Saint Louis,Hampton Inn & Suites St Louis at Forest Park,5,This location is as good or better than the average Hampton Inn. Food is great. Room is great but doesn't have a fridge. The only negative is if you have a large vehicle due to the (free) parking garage on the property.,Great hotel
94,AFS,Saint Louis,Hampton Inn & Suites St Louis at Forest Park,5,We were delayed one day due to bad weather and the staff understood completely. This hotel is top quality in every way. The room and breakfast are both terrific. The breakfast included fresh fruit as well as usual favorites.,friendly and top quality
95,AFS,Saint Louis,Hampton Inn & Suites St Louis at Forest Park,5,"I am away from my home several months at a time. When I stay in St. Louis the Hampton is my home, the staff my family. I always get a friendly, happy, warm greeting from everyone on the Staff. Stay and you won't go away unhappy.","You need not look else where in St. Louis, MO."
96,AFS,Milton,Blackwater Inn Milton,3,"Blackwater Inn Milton has that Red Carpet decor, has the amenities to get you through the night. The main draw Bands on the Blackwater, play downtown for the Milton concert series, every Friday night. It runs from 7-9pm.",Blackwater Inn
97,AFS,Milton,Blackwater Inn Milton,1,"We will not be booking at this hotel ever again. We aren't looking for the best, but a little work and you wouldn't give off the roach motel vibe that you presently give to potential and former guests. Our room was ok, except that the phone had been ripped out of the wall so we were thankful we had our... More","Run down hotel, rude and unhelpful staff."
98,AFS,Ramsey,Holiday Inn Express Ramsey-Mahwah,2,3 nights of so so... Giant fans blowing in hallway all night.. Bland food... Smoke coming into the room from adjacent rooms... Closet sized bathroom... Very old motel somewhat spruced up... Should I go on I was disappointed in this hotel and would not stay here again.,Not Very Good
99,AFS,Ramsey,Holiday Inn Express Ramsey-Mahwah,5,"Stayed one night while travel through. Closer to perfection: Hotel was clean, huge room, comfortable beds, temperature, breakfast. Even warm chocolate chip cookies at check-in. Price was low, budget price.",Great hotel. Great staff.
100,AFS,Rocky Mount,"Country Inn & Suites By Carlson, Rocky Mount, NC",5,I was very pleased with the service I was giving the rooms were very clean the bathrooms are very clean hotel in general very clean staff was very nice and helpful The beds were very comfortable very good Wi-Fi signal,Very pleased
101,AFS,Reading,Doubletree by Hilton Hotel Reading,5,"This hotel puts Reading, PA back in the map. Great place to stay to celebrate, wedding, reunion, honeymoon, etc. Restaurant and Bar are excellent, breakfast is always scrumptious. The staff are very friendly, accomodating and knowledgeable. Lots of parking (garage).Thank you for the 5 star rating and review. We appreciate your comments. It was our pleasure having you as our guest.","It puts Reading, PA in the map"
102,AFS,Reading,Doubletree by Hilton Hotel Reading,5,"Best breakfast I have had at any hotel - marvelous fresh berries and navel oranges. Spacious walk in showers. Clean, large modern rooms and delightful management and staff. Attractive restaurant with an interesting selection of good food..Thank you for the 5 star rating and review. We appreciate you choosing to stay with us and the opportunity to serve you.","Doubletree Hotel in Reading, PA"
103,AFS,Santa Monica,Shore Hotel,4,Recently stayed at the Shore while visiting the area while my wife was on a work trip. Overall this is a nice hotel located in a great area. The hotel is a block or 2 from the Santa Monica pier and right across the road from the awesome beach. The staff at the hotel was great. Everyone was polite and... More,Nice hotel
104,AFS,Federal Way,Courtyard Seattle Federal Way,4,"As others have mentioned, this is great location not only to I-5 and the airport, but also to numerous restaurants nearby. Welcoming lobby area. Front desk staff were very personable and professional. Room was clean and comfortable with fridge microwave. Excellent option was a double vanity. Very nice stay.",VERY GOOD EXPERIENCE
105,AFS,West Hollywood,The London West Hollywood at Beverly Hills,4,"If you have out of town guests, demand they stay here so you can eat on the roof! Great views. Downstairs in the restaurant, the view is nothing special, but the mini pizzas are good and not too expensive, given the setting.",Beautiful
106,AFS,Newport News,Courtyard Newport News Airport,5,We were in town for a softball tournament and this hotel was very convenient to the softball complex (Stoney Run) and had lots of things close by that we needed. The hotel was clean and the staff were friendly!,Very nice
107,AFS,Newport News,Courtyard Newport News Airport,5,"If your ever in the area you have to visit this hotel- the customer service we received by Niechelle Cheskey-Keys was exceptional. She actually sung Happy Birthday to me when we arrived!! The rooms were clean, comfortable and relaxing! I will never book elsewhere as long as you have her as an employee!!! The guest service staff was exceptional as... More",Customer Service Couldn't Get Any BETTER!!!!!
108,AFS,Mount Arlington,Courtyard Rockaway-Mt. Arlington,5,"I was here for a single night and enjoyed every minute. Everyone here is personable and do what they can to ensure your every pleasure. After a stressful drive Teghan, Dean and Steve ensured I had an excellent dinner, good conversation and great drinks. I would stay here again.",Fantastic Visit
109,AFS,Mount Arlington,Courtyard Rockaway-Mt. Arlington,3,Stayed 5 nights at this property. Clean and well maintained property. Front desk staff were very polite and courteous . My room rate included breakfast. (not a buffet) On the second day when I stopped by at the breakfast bar and ordered a cappuccino. I was told You are not allowed Cappuccino I was obviously embarrassed hearing the... More,Decent property but...
110,AFS,Beachwood,Courtyard Cleveland Beachwood,5,Comfortable living with kitchen and all other facilities. Ideal for business stay. social hours are great fun with your friends. abundant parking space coupled with good lawns in case you see the sun.,Great service with lean resources
111,AFS,Westbury,Courtyard by Marriott Westbury Long Island,5,Was there for the weekend and loved the place. My room was very clean and housekeeping did a great job. The Hotel is close to everything. The staff is very friendly and always willing to help. Will be staying there again,Great Stay
112,AFS,Salisbury,Comfort Suites,3,"Stayed one night. Decent parking area but super close to the highway. You would think that the staff would put their better members - choice members - rooms on the back side of the hotel away from the highway noise. Carpet was worn, no outlets on side table lamps so pulling out the end table showed LOTS of dirt/dust on... More",Needs a refresh
113,AFS,Salisbury,Comfort Suites,1,"When I checked in for my stay, the clerk could not even be bothered to get up out of her chair to do my paperwork. My room did not even have a shower curtain on my first night. The Super 8 was better.",Not a great stay
114,AFS,Waterville Valley,Best Western Silver Fox Inn,5,"We had a 2 night stay. The room was immaculate and comfortable. The breakfast was outstanding, many choices and home cooked options that were delicious. The staff were helpful and took pride in their place. Would definitely stay here again...great location, too. A great find.",great stay!
115,AFS,Waterville Valley,Best Western Silver Fox Inn,4,"Visited very much in the off season, between leaf glory and snow, and the place was mostly empty except for a group of quilters who meet up here on a regular basis. Decent room, bed, shower, etc., good wifi, comprehensive breakfast for free, which makes it quite a good value. Would like to see what it's like to be here... More","Nice Place, Good Breakfast"
116,AFS,Waterville Valley,Best Western Silver Fox Inn,5,"This is an older property which reminded me of the ski lodges that you see in movies. The views were wonderful filled with fall leaves. The lobby had a fireplace and comfortable, cushy furniture. Wine and cheese was available in the lobby in the late afternoon. The rooms were spacious, and had all the amenities. Though not new, they were... More",Great Atmosphere
117,AFS,Heber,Best Western Sawmill Inn,5,"We will stay here again. The rooms are clean and the breakfast was good. If you are in the area, you should stay here.The manager and staff are excellent. This the 3rd time we been there. We had our pet with us.",Great place to stay and pet friendly
118,AFS,Titusville,Caboose Motel,4,"I've been a longtime fan of old, restored railroads, so I was thrilled when I first learned of the Caboose Motel years ago. Only this year did we finally have an opportunity to actually stay in the Oil City and Titusville Railroad Caboose Motel, and I loved it! The rooms (or caboose, if you will), were clean and very comfortable.... More",Staying here was on my bucket list!
119,AFS,Fullerton,Carroll House,5,"Fullerton is a small community 10 or more miles from the nearest town in any direction. There's not much to do or see here, the roads aren't paved and you could probably fit the entire town into one photo shot. But in the midst of this tiny town, one structure, the Carroll House, seemingly displaced, catches your eye and keeps... More",Historic Home Makes For a Unique Accommodation
120,AFS,Chandler,SpringHill Suites Phoenix Chandler/Fashion Center,5,"I was satisfied with my stay at this property on August 13, 2015.",Aug 13th Stay
121,AFS,Chandler,SpringHill Suites Phoenix Chandler/Fashion Center,5,"We had a minor issue with our toilet, the staff was very attentive to our issue and worked to resolve our problem timely. We appreciated their responsiveness.",review
122,AFS,Williston,Best Western Plus Williston Hotel & Suites,5,I had a wonderful experience with my check out.The staff was friendly and they met all my needs in a timely manner. The breakfast was outstanding the hotel was clean the front desk staff was so awesome.Thank you so much for staying with us. Our staff works very diligently to make sure everyone has a great stay. Thank you for the fantastic review and we hope have you back again soon.,Outstanding Customer Service
123,AFS,Pueblo,Baymont Inn & Suites Pueblo,4,This was a nice hotel. They had a small pool but a decent size hot tube. Just a large shower no bathtubs which I prefer it the kids aren't with us. Rate was pretty good. 99 a night for king bed. It had the sink out side the bathroom which I like so the mirror isn't fogged up when you... More,Travel Vacation
124,AFS,Pueblo,Baymont Inn & Suites Pueblo,4,"The breakfast was the only disappointment. Hard boiled eggs,sausage that the attendant had to warm in the microwave and add to the serving dish and then it was not hot. I was surprised to see her put the freshly warmed on top of the sausage already in the pan that was serving temperature. I was taught to remove old and place new in bottom and first cooked on top. The area is very small also. Train is close when it comes by in the night and may disturb others but we like trains.",Comfortable Beds
125,AFS,Pueblo,Baymont Inn & Suites Pueblo,3,"The hotel was nice and the price was good also. You should know it's right beside the train tracks and the train comes by regularly, so keep that in mind especially if you're a light sleeper. They also close the laundry room at 10 pm which isn't posted, I found that very inconvenient. What if you use the pool late... More",June 30 Stay
126,AFS,Pueblo,Baymont Inn & Suites Pueblo,3,"Was an ok stay. Wish hotel had full size bathrooms, only had a sliding door with toilet and shower in it and sink outside of it.. very tiny and seemed less private. Had issue with stains on the sheets for one bed, but was able to have the front desk person change them since the maids were all gone.. otber... More","Was an ok stay. Wish hotel had full size bathrooms, only..."
127,AFS,Pueblo,Baymont Inn & Suites Pueblo,5,"This hotel met all my standards: First foremost, it was clean. Secondly, the bed was comfortable. Shower looked new and had some nice features, in addition to having a modern shower head. Along that line, the room entire hotel was modern/refurbished. Good wifi reception.",No Complaints!
128,AFS,South Bend,Americas Best Value Inn,4,Went for a football weekend to watch ND. We are return customers who stay here every year at least once. They always have a great breakfast and friendly service. The beds are a little harder for my liking but after the long drive and game fell right to sleep. I would recommend this hotel.,Great service!
129,AFS,South Bend,Americas Best Value Inn,5,"The room was clean, the beds very comfortable, and the property well maintained, but it was the friendly, warm-hearted proprietor who made this place special. I would recommend this motel as not only a good value but as a place with an unusually pleasant atmosphere. In addition, we were delighted to find that the Lasalle Big Blue Stem Trail was... More",Friendly Host
130,AFS,South Bend,Americas Best Value Inn,4,"This is a place for those that desire a clean room, and a safe place to stay. This is about 10 minutes off Hwy 80. There are plenty on restaurants and a Starbucks just to the north. Notre Dame University is a short 5 minutes away. There is free parking, and free WiFi that works great.",Nice place at the right price
131,AFS,Anchorage,Americas Best Value Inn - Executive Suite Airport,1,"Room was huge, continental breakfast in the morning, good location close to airport, friendly staff - everything great, except the bed bugs. Unfortunately, that's a deal breaker - woke up with about 30 bites on hands, legs neck. Hopefully you won't get the same room. If the bugs were gone, my quality value ratings would be high!",painful
132,AFS,Anchorage,Americas Best Value Inn - Executive Suite Airport,2,"Had to change rooms multiple times due to the condition of the rooms, most likely this is a where the not so decent people come to score",Awful sadly affordable
133,AFS,Anchorage,Americas Best Value Inn - Executive Suite Airport,1,"We stayed for one night after coming to and leaving from Alaska. Although they claim to have non smoking rooms, some of their rooms have been used for smoking before. Both times, we were given rooms that was smelly. The first time, we were given another room that was good but the sink was not draining properly. Since we were... More",comfortable rooms yet horrible!
134,AFS,Anchorage,Americas Best Value Inn - Executive Suite Airport,5,We really enjoyed the hospitality at this hotel. We were picked up promptly from the airport at 1 am when our flight arrived and also given a ride to the train station at the end of our stay. The room was spacious and the staff was very helpful.,Would stay here again
135,AFS,Anchorage,Americas Best Value Inn - Executive Suite Airport,5,"The room was very clean and neat and the continental breakfast was good. Our 1Am shuttle driver was very helpful, courteous and loved the music and chat. Could change the courtesy desk height-way to tall.",More than hoped for
136,AFS,Anchorage,Americas Best Value Inn - Executive Suite Airport,2,I note there have been some renovations to this hotel however no matter how much you renovate you still need to employ enough staff to keep a hotel clean and well maintained. This does not seem to be happening at this hotel. First we stayed for three days and never once did we see a manager or housekeeping or building... More,A 2 star older hotel can still be clean
137,AFS,Anchorage,Americas Best Value Inn - Executive Suite Airport,3,"I was surprised by my room. I didn't expect it to be so large and in such good condition. We had lots of space and the room was clean. The internet was slower, but it worked. The hall ways are in dire need of a carpet cleaning and the piles of trash at the dumpsters had us prepared for a... More",Large comfortable room for a budget price.
138,AFS,Anchorage,Americas Best Value Inn - Executive Suite Airport,1,"Dreadful place to stay. Beyond belief that they can charge such an exorbitant rate for such inferior accommodation. We arrived late after an exhausting journey and just needed some sleep. Some hope. Dirty room, did not want to walk round without shoes on. Could not bring ourselves to sit on the sofa. Curtains were hanging off the tracks so barely... More",Worst hotel I have ever stayed in
139,AFS,Anchorage,Americas Best Value Inn - Executive Suite Airport,2,"Several of our family members stayed there. We were leaving on a cruise from Seward the next day. Rooms were spacious but dated, and shuttle service from/to the airport was offered. Upon check-out the next day , we noticed that the charge was different than confirmed and e-mailed to us by manager RG. Even after discussing the discrepancy with him... More",Dissapointed in Management
140,AFS,Anchorage,Americas Best Value Inn - Executive Suite Airport,4,"Our room was quite comfortable and spacious. When we found out suddenly that we would not need the room for one night, we were able to cancel without charge even though it was less than 24 hours notice. We really appreciated that.",Very accomodating
141,AFS,Culver,Culver Cove Resort,3,"This is the second time I've stayed at The Cove for various reunions at the academy. Each unit is owned privately and rented out as needed. There is an indoor pool and beachfront access with piers. All units have balconies and I think most are 2 bedroom. During this most recent stay, it appeared the unit had been renovated, but... More",Convenience at a cost
142,AFS,Culver,Culver Cove Resort,2,"We had stayed at the Culver Cove years ago and were hoping things hadn't changed. We were disappointed to find the look of the inn has deteriorated. The condo we stayed in was dirty. We had to ask housekeeping to come and clean as soon as we checked into the room. Our TV was a delux 13, the stove and... More",Disappointment
143,AFS,Truro,Hostelling International Truro,4,Stayed 2 nights Aug. 22 23 2015 in the co-ed dorm. Quiet atmosphere. Both the staff and guests were friendly. About a 8 or 9 minute walk down the hill and over the dunes to the huge beach. The building is an old Coast Guard station owned by National Park System (leased by HIHostel from what I was told)... More,Clean and friendly.
144,AFS,Cass,Bear Creek Lodge,4,"Pros: - Fair Price - Free Wifi (Strong enough to make a voice call on) - Breakfast, Sandwiches, and Beer downstairs - Proximity to Snowshoe - Satellite TV - Comfortable Bed - Nice View Cons: - Could be a bit cleaner (mainly dusting), but no big complaints Came up for a ski weekend. Was able to make a relatively last... More",Amazing Value. Great for Skiing at Snowshoe
145,AFS,Big Bear City,Inn Der Bach Resort,1,We arrived for our first family vacation only to find out they lost our reservation. I had the print out of our hotel confirmation but that made no difference. Staff was friendly but not helpful in finding us new accomodations.,Lost Reservation
146,AFS,Big Bear City,Inn Der Bach Resort,1,Be afraid be VERY afraid.I'd rather sleep on the ground then thisresort.Upon ariving two young boys came to the unit to collect a 45 cleaning fee.They brought a vacaum cleaner with them to do the floor around me as I signed the paperwork. There were dirty cups in the sink which my wife washed.There were crackers on the floor behind... More,Health hazard
147,AFS,Big Bear City,Inn Der Bach Resort,2,"Upon arrival on May 16, 2014, I paid Timothy, general manager, 120.00 cash for kitchen x 2 nights, cleaning fee, and room tax based on regular room rate not the 89.00 for 2 nights voucher through Amazon Local. Then on the June Discover statement I was charged 119.95 on May 15, 2014 for the very same 3 fees. I called... More",Where's my Discover Card credit
148,AFS,Fort Davis,Indian Lodge,4,Love this out of the way place. Comfortable bed. Clean room. Clean bathroom. Neat old wood floors that creak when you walk. The only downfall for some may be no WIFI in the room. You can go to a common area and tap in. Lovely quiet place. Office folk very nice.,Passing thru...
149,AFS,Folly Beach,Holliday inn Folly Beach,4,"Quirky but clean and comfortable. No it's not a five star but resort but it doesn't pretend that it is, it's actually better because it has character and fits in perfectly with the Folly scene (which is quickly disappearing).",It is what it is
150,AFS,Los Angeles,Hollywood Inn Express South,1,The service was TERRIBLE and the room was very very dirty..,Never ever coming back
151,AFS,Los Angeles,Hollywood Inn Express South,4,"The breakfast had only waffles, nothing else!","Good location, bad breakfast!"
152,AFS,Los Angeles,Hollywood Inn Express South,4,Exceeded expectations. This is more like a three star hotel.,Nice hotel for the price you pay.
153,AFS,Los Angeles,Hollywood Inn Express South,1,I would advice not to go for this hotel. The staff is higly rude and they will over charge u. Very un proffessional behaviour will keep u waited un ncessary.,Super bad staff un professional and rude.
154,AFS,Los Angeles,Hollywood Inn Express South,4,"The room was a bit expensive for what it was, but the location is convenient if you're going for a Dodgers game, it's clean, and there's plenty of space in the rooms. I would stay again.","Clean, but a little pricey"
155,AFS,Los Angeles,Hollywood Inn Express South,1,"The man at check desk was rude and yelled at me. The door was poorly hung, therefore you could see light, the bathroom fan was so loud you could not shower with the light on, there was a very thin and hole filled blanket on the bed, there was no coffee pot or microwave as promised, the fridge froze the contents, the carpet was gross on bare feet, and there were no hand towels only a wash cloth and bath towels. Was robbed by this stay. WAY more money than it was worth!!!!!",This hotel is the WORST!!
156,AFS,Los Angeles,Hollywood Inn Express South,2,Pool was closed to early 9p.m. It was hot wanted to cool down.,Was ok just ok
157,AFS,Los Angeles,Hollywood Inn Express South,1,"Horrible, the beds were like bricks and lacked comfort.",Horrible
158,AFS,Austinburg,Hampton Inn Ashtabula,4,"This property is right off I-90 and US 45. There are quite a few wineries close by, restaurants nearby tooo. Good clean place with good continental breakfast. Front desk staff is excellent. A WSJ is available every morning, except Sunday!",Very good choice as close to restaurants and wineries
159,AFS,Westport,Harbor Resort,2,Well I thought for the price rate at the least you would get a good comfortable bed and a more professional look to bedding it looked so unprofessional who puts the pillows over the top comforter it makes me feel like the bed was sleep in . The office manager scott i think thats his name was very very rude... More,Horrible customers service bedding
160,AFS,Westport,Harbor Resort,5,The first time we went on vacation here we walked into our room and just started laughing. You get what you pay for. And here you are paying for location! What amazing views. He's the rooms are not the best but they work and we love it. It has become our special place together. We try to get away once... More,It is our special place
161,AFS,Springfield,Hampton Inn Springfield,5,It was really nice.,Great Trip
162,AFS,Springfield,Hampton Inn Springfield,5,Great location. Got a better rate than booked. Friendly staff. Good breakfast. Nice clean room. Had a room on 4th floor next to elevator but it was very quiet. Easy check in and check out. Would definitely stay here again.,Quiet hotel
163,AFS,Springfield,Hampton Inn Springfield,5,"Cleaning staff takes pride in their work and it shows. Clean, friendly, updated, warm and nice pool area!",Impressed
164,AFS,Springfield,Hampton Inn Springfield,3,Had to call maintenance man to fix shower. More water going out of diverted than shower head. They did fix it. Heard people walking in room above us. No counter space around sink.,Middle of the road hotel.
165,AFS,Springfield,Hampton Inn Springfield,5,"A little west of the city good point to start west next AM. Staff friendly, well trained , informative, familiar with local area, eateries , stores , etc. Usual Hamptonality, clean , quiet. Breakfast area clean , well attended by hotel staff.",Totally satisfied
166,AFS,Springfield,Hampton Inn Springfield South,5,We arrived an hour early and they were able to check us in early which was very helpful. The room was nice as were the amenities. The staff was very helpful and pleasant. We left early and were offered a take away breakfast.,Springfield Visit
167,AFS,Big Spring,Hampton Inn & Suites Big Spring,5,The room was nice and clean. It was spacious as well. Staff was super nice. It was nice to stay during Friday night lights. Breakfast was good as well. We would most def stay again next time we are in Texas!,We loved it!
168,AFS,Grand Coulee,Grand Coulee Center Lodge,4,The price was right and the room was more than expected. The staff are very friendly and aimed to please. The room was cleaner than in some more expensive hotels. Highly recommend staying here when in town. The breakfast selection was decent and was included so it was a bonus at the room rate. Great experience.,Great find
169,AFS,Grand Coulee,Grand Coulee Center Lodge,3,Older motel but in nice shape. Good location close to the dam. Room was a little dark with the older wood paneling. Breakfast was good with plenty of food. Staff was helpful and nice. Parking was a little tight in front. Looked most of the people staying there were there to go fishing.,Clean place to stay.
170,AFS,Grand Coulee,Grand Coulee Center Lodge,4,I stayed at Grand Coulee Center Lodge one night on a business trip in January 2015. I had a little trouble finding it at first since I drove to where I thought the address directed but saw a sign that said the office is actually in a building entitled Grand Coulee Motel. I found out later that two hotels had... More,"Well-Kept, Well-Appointed Hotel with Friendly Staff"
171,AFS,Columbus,Hampton Inn Columbus/South-Fort Benning,5,"The Hampton Inn on S. Lumpkin Rd., in Columbus, Georgia is a beautiful hotel. It is very close to the National Infantry Museum and Soldier Center. The rooms were very nice, very clean. The breakfast is your typical free breakfast at most hotels, but the staff were friendly and the breakfast room inviting and clean. The only thing I found... More",Very Good Stay
172,AFS,Columbus,Hampton Inn Columbus/South-Fort Benning,5,"Great room. Clean and spacious. Hotel is adjacent to Basic Graduation field, so you don't have to worry about traffic or parking. Nice outdoor pool. Lobby area had plenty of places for families to gather,",Great for Basic Graduations
173,AFS,Columbus,Hampton Inn Columbus/South-Fort Benning,5,"I had a wonderful experience during my hotel stay. It was very clean and the staff was excellent. Anytime I needed help, they offered they're assistance. They exercise room was clean and they offered free coffee and hot chocolate all day and night. They had a very nice breakfast too.",Great Experience
174,AFS,Columbus,Hampton Inn Columbus/South-Fort Benning,5,"We stayed at the Hampton while visiting for a military graduation ceremony. Our stay at the Hampton was great. The hotel was clean, beautifully decorated and the staff was so friendly and helpful. Always greeted us with friendly smiles. No complaints. I give this hotel an A+++",A Stellar Hotel
175,AFS,Columbus,Hampton Inn Columbus/South-Fort Benning,5,"There is no finer staff I have found in my stays in hotels. Perfect location for attending an Army Graduation. Clean,Clean Clean room. The only flaw is there is no place to eat lunch or dinner on site. Columbus GA is a bit complex to drive about if you are new to the area",Great stay
176,AFS,Columbus,Hampton Inn Columbus/South-Fort Benning,4,Wonderful staff and quality accommodations. Great location to Ft. Benning and quiet comfortable rooms. Have stayed in this property several times and always have the same consistent experience. The staff is very accommodating and always cheerful. Breakfast is limited but is certainly enough to get the morning started.,Benning Visit
177,AFS,Columbus,Hampton Inn Columbus/South-Fort Benning,5,This is our second stay at this location. Their customer service is top notch. Good breakfast every morning and very clean rooms. Beds and bathrooms are very clean. Used the pool everyday we were there and loved it. We will stay here every time we're in the area.,"Clean, excellent service"
178,AFS,Columbus,Hampton Inn Columbus/South-Fort Benning,5,"I highly recommend the Hampton Inn South Fort Benning. I'm really picky when it comes to hotels and I can't say enough good things about the staff and hotel. First, and most important, it's very clean. Both the rooms and common areas. Second, that staff is phenomenal. They are so friendly and helpful. We were visiting for my brother's graduation... More",Very Clean/Friendly staff
